iter	Passed	Remaining
258	689	1972
259	691	1968
260	694	1965
261	696	1962
262	699	1959
263	701	1956
264	704	1953
265	706	1949
266	708	1945
267	710	1941
268	713	1938
269	715	1935
270	717	1931
271	720	1927
272	722	1923
273	724	1920
274	727	1917
275	730	1914
276	732	1912
277	735	1909
278	737	1906
279	740	1904
280	743	1902
281	746	1900
282	749	1898
283	751	1895
284	754	1892
285	757	1890
286	759	1887
287	762	1884
288	764	1881
289	766	1877
290	769	1874
291	771	1871
292	774	1868
293	776	1864
294	778	1861
295	781	1857
296	783	1854
297	785	1851
298	788	1848
299	790	1844
300	793	1842
301	795	1839
302	798	1836
303	800	1833
304	803	1830
305	805	1827
306	808	1824
307	810	1821
308	813	1818
309	816	1816
310	818	1814
311	821	1811
312	823	1808
313	826	1805
314	829	1802
315	831	1800
316	834	1797
317	837	1795
318	839	1792
319	842	1790
320	845	1787
321	847	1785
322	850	1782
323	853	1779
324	855	1777
325	858	1774
326	860	1771
327	863	1768
328	865	1764
329	867	1761
330	870	1758
331	872	1755
332	875	1752
333	877	1749
334	879	1746
335	882	1743
336	884	1740
337	886	1737
338	889	1734
339	891	1731
340	894	1728
341	896	1725
342	899	1722
343	901	1719
344	903	1715
345	906	1712
346	908	1709
347	911	1707
348	913	1704
349	915	1701
350	918	1697
351	920	1695
352	923	1692
353	926	1690
354	929	1688
355	931	1685
356	934	1683
357	937	1680
358	940	1679
359	943	1677
360	945	1674
361	948	1671
362	950	1668
363	953	1666
364	956	1663
365	958	1660
366	961	1657
367	963	1655
368	966	1652
369	968	1649
370	971	1646
371	973	1643
372	975	1640
373	978	1637
374	980	1634
375	983	1631
376	985	1628
377	988	1625
378	990	1623
379	993	1620
380	996	1618
381	999	1616
382	1001	1613
383	1004	1610
384	1006	1608
385	1009	1605
386	1011	1602
387	1014	1599
388	1016	1596
389	1018	1593
390	1021	1590
391	1023	1588
392	1026	1585
393	1029	1583
394	1032	1581
395	1035	1578
396	1037	1576
397	1040	1573
398	1043	1571
399	1045	1568
400	1048	1565
401	1051	1563
402	1078	1597
403	1080	1594
404	1083	1591
405	1085	1588
406	1088	1585
407	1090	1582
408	1093	1579
409	1095	1576
410	1098	1573
411	1100	1570
412	1103	1567
413	1105	1564
414	1107	1561
415	1110	1558
416	1112	1555
417	1115	1552
418	1117	1549
419	1120	1546
420	1122	1544
421	1125	1541
422	1128	1538
423	1130	1536
424	1133	1533
425	1135	1530
426	1138	1528
427	1141	1525
428	1143	1522
429	1146	1519
430	1149	1516
431	1151	1514
432	1153	1511
433	1156	1507
434	1158	1504
435	1161	1501
436	1163	1498
437	1166	1496
438	1168	1493
439	1170	1490
440	1173	1487
441	1175	1484
442	1178	1481
443	1180	1478
444	1183	1475
445	1185	1472
446	1187	1469
447	1190	1466
448	1192	1463
449	1195	1461
450	1198	1458
451	1200	1455
452	1202	1452
453	1205	1449
454	1208	1446
455	1210	1443
456	1213	1441
457	1215	1438
458	1217	1435
459	1220	1432
460	1223	1430
461	1226	1427
462	1228	1425
463	1231	1422
464	1233	1419
465	1236	1416
466	1239	1414
467	1241	1411
468	1244	1409
469	1247	1406
470	1249	1403
471	1252	1400
472	1255	1398
473	1257	1395
474	1260	1393
475	1262	1389
476	1264	1386
477	1267	1383
478	1269	1381
479	1272	1378
480	1274	1375
481	1276	1372
482	1279	1369
483	1281	1366
484	1284	1363
485	1286	1360
486	1289	1357
487	1291	1355
488	1294	1352
489	1296	1349
490	1299	1346
491	1301	1344
492	1303	1340
493	1306	1337
494	1308	1335
495	1311	1332
496	1313	1329
497	1315	1326
498	1318	1323
499	1320	1320
500	1323	1317
501	1325	1315
502	1328	1312
503	1331	1309
504	1333	1307
505	1335	1304
506	1338	1301
507	1340	1298
508	1342	1295
509	1345	1292
510	1347	1289
511	1350	1286
512	1352	1284
513	1354	1281
514	1357	1278
515	1359	1275
516	1362	1272
517	1364	1269
518	1366	1266
519	1369	1264
520	1372	1261
521	1374	1258
522	1377	1256
523	1379	1253
524	1382	1250
525	1385	1248
526	1387	1245
527	1390	1242
528	1392	1240
529	1395	1237
530	1397	1234
531	1400	1231
532	1402	1229
533	1405	1226
534	1408	1224
535	1410	1221
536	1413	1218
537	1415	1215
538	1418	1213
539	1421	1210
540	1424	1208
541	1426	1205
542	1429	1202
543	1431	1200
544	1434	1197
545	1437	1195
546	1439	1192
547	1442	1189
548	1445	1187
549	1447	1184
550	1450	1181
551	1452	1179
552	1455	1176
553	1458	1174
554	1460	1171
555	1462	1168
556	1465	1165
557	1467	1162
558	1470	1159
559	1472	1157
560	1474	1154
561	1477	1151
562	1479	1148
563	1481	1145
564	1484	1143
565	1487	1140
566	1489	1137
567	1492	1134
568	1494	1132
569	1497	1129
570	1499	1126
571	1501	1123
572	1503	1120
573	1506	1117
574	1508	1115
575	1511	1112
576	1513	1109
577	1515	1106
578	1518	1104
579	1520	1101
580	1523	1098
581	1525	1095
582	1528	1093
583	1531	1090
584	1533	1087
585	1536	1085
586	1538	1082
587	1541	1080
588	1543	1077
589	1546	1074
590	1549	1072
591	1551	1069
592	1554	1066
593	1556	1063
594	1559	1061
595	1561	1058
596	1563	1055
597	1566	1052
598	1568	1050
599	1571	1047
600	1573	1044
601	1575	1041
602	1578	1039
603	1580	1036
604	1583	1033
605	1585	1030
606	1588	1028
607	1590	1025
608	1592	1022
609	1595	1020
610	1597	1017
611	1600	1014
612	1602	1011
613	1604	1008
614	1607	1006
615	1610	1003
616	1612	1000
617	1614	998
618	1617	995
619	1620	993
620	1622	990
621	1625	987
622	1628	985
623	1631	982
624	1633	980
625	1636	977
626	1639	975
627	1641	972
628	1644	969
629	1646	967
630	1649	964
631	1651	961
632	1654	959
633	1656	956
634	1659	953
635	1661	950
636	1663	948
637	1666	945
638	1668	942
639	1670	939
640	1673	937
641	1676	934
642	1678	931
643	1680	929
644	1683	926
645	1685	923
646	1688	921
647	1690	918
648	1693	915
649	1695	913
650	1698	910
651	1700	907
652	1703	905
653	1705	902
654	1708	899
655	1710	897
656	1713	894
657	1716	891
658	1718	889
659	1721	886
660	1724	884
661	1727	881
662	1729	879
663	1732	876
664	1734	873
665	1737	871
666	1739	868
667	1742	866
668	1745	863
669	1747	860
670	1750	858
671	1752	855
672	1755	852
673	1757	850
674	1759	847
675	1762	844
676	1764	841
677	1767	839
678	1769	836
679	1771	833
680	1774	831
681	1776	828
682	1779	825
683	1781	823
684	1783	820
685	1786	817
686	1788	815
687	1791	812
688	1793	809
689	1796	806
690	1798	804
691	1801	801
692	1803	798
693	1805	796
694	1808	793
695	1810	790
696	1813	788
697	1815	785
698	1818	783
699	1821	780
700	1824	778
701	1826	775
702	1830	773
703	1832	770
704	1835	767
705	1837	765
706	1840	762
707	1843	760
708	1845	757
709	1848	754
710	1850	752
711	1853	749
712	1855	746
713	1858	744
714	1860	741
715	1863	739
716	1865	736
717	1867	733
718	1870	730
719	1872	728
720	1875	725
721	1877	722
722	1879	720
723	1881	717
724	1884	714
725	1886	712
726	1889	709
727	1891	706
728	1894	704
729	1896	701
730	1899	698
731	1901	696
732	1903	693
733	1906	690
734	1908	688
735	1910	685
736	1913	682
737	1916	680
738	1919	677
739	1922	675
740	1924	672
741	1927	670
742	1929	667
743	1932	664
744	1934	662
745	1937	659
746	1940	657
747	1942	654
748	1945	651
749	1947	649
750	1950	646
751	1961	646
752	1963	644
753	1966	641
754	1968	638
755	1971	636
756	1973	633
757	1975	630
758	1978	628
759	1980	625
760	1983	622
761	1985	620
762	1987	617
763	1990	614
764	1992	612
765	1995	609
766	1997	606
767	2000	604
768	2002	601
769	2005	598
770	2007	596
771	2009	593
772	2012	590
773	2015	588
774	2017	585
775	2024	584
776	2027	581
777	2030	579
778	2032	576
779	2035	574
780	2037	571
781	2040	568
782	2043	566
783	2045	563
784	2048	561
785	2051	558
786	2053	555
787	2056	553
788	2058	550
789	2060	547
790	2062	545
791	2065	542
792	2067	539
793	2070	537
794	2072	534
795	2074	531
796	2077	529
797	2079	526
798	2081	523
799	2084	521
800	2086	518
801	2089	515
802	2091	513
803	2094	510
804	2096	507
805	2099	505
806	2101	502
807	2103	499
808	2106	497
809	2108	494
810	2111	491
811	2113	489
812	2115	486
813	2118	484
814	2121	481
815	2123	478
816	2126	476
817	2128	473
818	2131	470
819	2133	468
820	2136	465
821	2138	463
822	2141	460
823	2143	457
824	2146	455
825	2148	452
826	2151	449
827	2153	447
828	2156	444
829	2158	442
830	2160	439
831	2162	436
832	2164	434
833	2167	431
834	2169	428
835	2172	426
836	2174	423
837	2176	420
838	2179	418
839	2181	415
840	2184	412
841	2186	410
842	2188	407
843	2191	405
844	2194	402
845	2196	399
846	2198	397
847	2200	394
848	2203	391
849	2205	389
850	2207	386
851	2210	383
852	2213	381
853	2216	378
854	2218	376
855	2221	373
856	2223	371
857	2225	368
858	2228	365
859	2231	363
860	2234	360
861	2236	358
862	2239	355
863	2241	352
864	2244	350
865	2246	347
866	2249	345
867	2251	342
868	2254	339
869	2256	337
870	2259	334
871	2261	331
872	2263	329
873	2266	326
874	2268	324
875	2270	321
876	2273	318
877	2275	316
878	2278	313
879	2280	311
880	2283	308
881	2285	305
882	2288	303
883	2290	300
884	2292	297
885	2295	295
886	2297	292
887	2300	290
888	2302	287
889	2304	284
890	2307	282
891	2309	279
892	2312	277
893	2314	274
894	2317	271
895	2319	269
896	2322	266
897	2325	264
898	2328	261
899	2330	258
900	2332	256
901	2335	253
902	2338	251
903	2340	248
904	2342	245
905	2345	243
906	2348	240
907	2350	238
908	2352	235
909	2355	232
910	2357	230
911	2359	227
912	2362	225
913	2364	222
914	2366	219
915	2369	217
916	2371	214
917	2373	212
918	2375	209
919	2378	206
920	2380	204
921	2383	201
922	2385	199
923	2387	196
924	2390	193
925	2392	191
926	2394	188
927	2397	185
928	2399	183
929	2401	180
930	2404	178
931	2406	175
932	2409	173
933	2412	170
934	2414	167
935	2417	165
936	2419	162
937	2422	160
938	2425	157
939	2427	154
940	2430	152
941	2433	149
942	2435	147
943	2438	144
944	2440	142
945	2443	139
946	2445	136
947	2448	134
948	2450	131
949	2453	129
950	2455	126
951	2457	123
952	2460	121
953	2462	118
954	2465	116
955	2467	113
956	2469	110
957	2472	108
958	2474	105
959	2477	103
960	2479	100
961	2481	98
962	2484	95
963	2487	92
964	2489	90
965	2492	87
966	2494	85
967	2497	82
968	2500	79
969	2502	77
970	2504	74
971	2507	72
972	2510	69
973	2512	67
974	2515	64
975	2518	61
976	2521	59
977	2524	56
978	2526	54
979	2529	51
980	2532	49
981	2534	46
982	2537	43
983	2539	41
984	2542	38
985	2545	36
986	2548	33
987	2550	30
988	2553	28
989	2555	25
990	2557	23
991	2560	20
992	2562	18
993	2565	15
994	2567	12
995	2569	10
996	2571	7
997	2574	5
998	2576	2
999	2578	0
